wavelength,species,dl,sensitivity,photoreceptor
405,yellowfin tuna,dark,0.278856323,mw
406,yellowfin tuna,dark,0.284158025,mw
407,yellowfin tuna,dark,0.289751258,mw
408,yellowfin tuna,dark,0.295636387,mw
409,yellowfin tuna,dark,0.301813269,mw
410,yellowfin tuna,dark,0.308281251,mw
411,yellowfin tuna,dark,0.315039162,mw
412,yellowfin tuna,dark,0.322085315,mw
413,yellowfin tuna,dark,0.329417498,mw
414,yellowfin tuna,dark,0.337032979,mw
415,yellowfin tuna,dark,0.344928503,mw
416,yellowfin tuna,dark,0.353100294,mw
417,yellowfin tuna,dark,0.361544055,mw
418,yellowfin tuna,dark,0.370254978,mw
419,yellowfin tuna,dark,0.37922774,mw
420,yellowfin tuna,dark,0.388456516,mw
421,yellowfin tuna,dark,0.397934983,mw
422,yellowfin tuna,dark,0.40765633,mw
423,yellowfin tuna,dark,0.417613266,mw
424,yellowfin tuna,dark,0.427798034,mw
425,yellowfin tuna,dark,0.438202418,mw
426,yellowfin tuna,dark,0.448817762,mw
427,yellowfin tuna,dark,0.459634979,mw
428,yellowfin tuna,dark,0.47064457,mw
429,yellowfin tuna,dark,0.481836638,mw
430,yellowfin tuna,dark,0.493200905,mw
431,yellowfin tuna,dark,0.504726731,mw
432,yellowfin tuna,dark,0.516403129,mw
433,yellowfin tuna,dark,0.528218787,mw
434,yellowfin tuna,dark,0.540162085,mw
435,yellowfin tuna,dark,0.552221116,mw
436,yellowfin tuna,dark,0.564383701,mw
437,yellowfin tuna,dark,0.576637415,mw
438,yellowfin tuna,dark,0.5889696,mw
439,yellowfin tuna,dark,0.601367388,mw
440,yellowfin tuna,dark,0.613817715,mw
441,yellowfin tuna,dark,0.626307346,mw
442,yellowfin tuna,dark,0.638822885,mw
443,yellowfin tuna,dark,0.651350795,mw
444,yellowfin tuna,dark,0.663877414,mw
445,yellowfin tuna,dark,0.676388966,mw
446,yellowfin tuna,dark,0.688871583,mw
447,yellowfin tuna,dark,0.701311306,mw
448,yellowfin tuna,dark,0.713694106,mw
449,yellowfin tuna,dark,0.726005889,mw
450,yellowfin tuna,dark,0.738232509,mw
451,yellowfin tuna,dark,0.750359771,mw
452,yellowfin tuna,dark,0.76237344,mw
453,yellowfin tuna,dark,0.774259248,mw
454,yellowfin tuna,dark,0.786002897,mw
455,yellowfin tuna,dark,0.797590061,mw
456,yellowfin tuna,dark,0.80900639,mw
457,yellowfin tuna,dark,0.820237512,mw
458,yellowfin tuna,dark,0.831269034,mw
459,yellowfin tuna,dark,0.842086542,mw
460,yellowfin tuna,dark,0.8526756,mw
461,yellowfin tuna,dark,0.863021754,mw
462,yellowfin tuna,dark,0.873110528,mw
463,yellowfin tuna,dark,0.882927429,mw
464,yellowfin tuna,dark,0.892457945,mw
465,yellowfin tuna,dark,0.901687548,mw
466,yellowfin tuna,dark,0.9106017,mw
467,yellowfin tuna,dark,0.919185855,mw
468,yellowfin tuna,dark,0.927425468,mw
469,yellowfin tuna,dark,0.935306003,mw
470,yellowfin tuna,dark,0.942812945,mw
471,yellowfin tuna,dark,0.949931814,mw
472,yellowfin tuna,dark,0.95664818,mw
473,yellowfin tuna,dark,0.96294769,mw
474,yellowfin tuna,dark,0.968816085,mw
475,yellowfin tuna,dark,0.974239233,mw
476,yellowfin tuna,dark,0.97920316,mw
477,yellowfin tuna,dark,0.983694086,mw
478,yellowfin tuna,dark,0.987698466,mw
479,yellowfin tuna,dark,0.991203039,mw
480,yellowfin tuna,dark,0.994194872,mw
481,yellowfin tuna,dark,0.996661423,mw
482,yellowfin tuna,dark,0.998590593,mw
483,yellowfin tuna,dark,0.999970796,mw
484,yellowfin tuna,dark,1.000791022,mw
485,yellowfin tuna,dark,1.001040913,mw
486,yellowfin tuna,dark,1.000710835,mw
487,yellowfin tuna,dark,0.999791958,mw
488,yellowfin tuna,dark,0.998276335,mw
489,yellowfin tuna,dark,0.996156984,mw
490,yellowfin tuna,dark,0.993427968,mw
491,yellowfin tuna,dark,0.990084481,mw
492,yellowfin tuna,dark,0.986122927,mw
493,yellowfin tuna,dark,0.981540996,mw
494,yellowfin tuna,dark,0.976337741,mw
495,yellowfin tuna,dark,0.970513647,mw
496,yellowfin tuna,dark,0.964070695,mw
497,yellowfin tuna,dark,0.957012423,mw
498,yellowfin tuna,dark,0.949343967,mw
499,yellowfin tuna,dark,0.941072109,mw
500,yellowfin tuna,dark,0.932205301,mw
501,yellowfin tuna,dark,0.922753684,mw
502,yellowfin tuna,dark,0.912729096,mw
503,yellowfin tuna,dark,0.902145059,mw
504,yellowfin tuna,dark,0.891016767,mw
505,yellowfin tuna,dark,0.879361043,mw
506,yellowfin tuna,dark,0.867196297,mw
507,yellowfin tuna,dark,0.854542462,mw
508,yellowfin tuna,dark,0.84142092,mw
509,yellowfin tuna,dark,0.827854412,mw
510,yellowfin tuna,dark,0.813866941,mw
511,yellowfin tuna,dark,0.799483661,mw
512,yellowfin tuna,dark,0.784730757,mw
513,yellowfin tuna,dark,0.769635312,mw
514,yellowfin tuna,dark,0.754225179,mw
515,yellowfin tuna,dark,0.738528834,mw
516,yellowfin tuna,dark,0.722575234,mw
517,yellowfin tuna,dark,0.706393671,mw
518,yellowfin tuna,dark,0.690013628,mw
519,yellowfin tuna,dark,0.67346463,mw
520,yellowfin tuna,dark,0.656776108,mw
521,yellowfin tuna,dark,0.639977262,mw
522,yellowfin tuna,dark,0.62309693,mw
523,yellowfin tuna,dark,0.606163469,mw
524,yellowfin tuna,dark,0.589204642,mw
525,yellowfin tuna,dark,0.572247515,mw
526,yellowfin tuna,dark,0.555318364,mw
527,yellowfin tuna,dark,0.538442597,mw
528,yellowfin tuna,dark,0.521644682,mw
529,yellowfin tuna,dark,0.50494809,mw
530,yellowfin tuna,dark,0.488375247,mw
531,yellowfin tuna,dark,0.471947501,mw
532,yellowfin tuna,dark,0.455685096,mw
533,yellowfin tuna,dark,0.439607155,mw
534,yellowfin tuna,dark,0.423731677,mw
535,yellowfin tuna,dark,0.408075539,mw
536,yellowfin tuna,dark,0.392654505,mw
537,yellowfin tuna,dark,0.377483242,mw
538,yellowfin tuna,dark,0.362575342,mw
539,yellowfin tuna,dark,0.347943349,mw
540,yellowfin tuna,dark,0.333598784,mw
541,yellowfin tuna,dark,0.31955218,mw
542,yellowfin tuna,dark,0.30581311,mw
543,yellowfin tuna,dark,0.292390221,mw
544,yellowfin tuna,dark,0.279291262,mw
545,yellowfin tuna,dark,0.266523116,mw
546,yellowfin tuna,dark,0.254091828,mw
547,yellowfin tuna,dark,0.242002626,mw
548,yellowfin tuna,dark,0.230259946,mw
549,yellowfin tuna,dark,0.21886745,mw
550,yellowfin tuna,dark,0.207828043,mw
551,yellowfin tuna,dark,0.197143884,mw
552,yellowfin tuna,dark,0.186816398,mw
553,yellowfin tuna,dark,0.176846284,mw
554,yellowfin tuna,dark,0.167233523,mw
555,yellowfin tuna,dark,0.157977384,mw
556,yellowfin tuna,dark,0.149076428,mw
557,yellowfin tuna,dark,0.140528517,mw
558,yellowfin tuna,dark,0.132330821,mw
559,yellowfin tuna,dark,0.124479827,mw
560,yellowfin tuna,dark,0.116971352,mw
561,yellowfin tuna,dark,0.109800562,mw
562,yellowfin tuna,dark,0.102961985,mw
563,yellowfin tuna,dark,0.096449541,mw
564,yellowfin tuna,dark,0.090256571,mw
565,yellowfin tuna,dark,0.084375863,mw
566,yellowfin tuna,dark,0.078799697,mw
567,yellowfin tuna,dark,0.073519881,mw
568,yellowfin tuna,dark,0.068527802,mw
569,yellowfin tuna,dark,0.063814468,mw
570,yellowfin tuna,dark,0.059370564,mw
571,yellowfin tuna,dark,0.055186504,mw
572,yellowfin tuna,dark,0.051252486,mw
573,yellowfin tuna,dark,0.047558546,mw
574,yellowfin tuna,dark,0.044094615,mw
575,yellowfin tuna,dark,0.04085057,mw
576,yellowfin tuna,dark,0.037816287,mw
577,yellowfin tuna,dark,0.034981693,mw
578,yellowfin tuna,dark,0.03233681,mw
579,yellowfin tuna,dark,0.0298718,mw
580,yellowfin tuna,dark,0.027577003,mw
581,yellowfin tuna,dark,0.025442975,mw
582,yellowfin tuna,dark,0.023460518,mw
583,yellowfin tuna,dark,0.021620705,mw
584,yellowfin tuna,dark,0.019914907,mw
585,yellowfin tuna,dark,0.01833481,mw
586,yellowfin tuna,dark,0.016872427,mw
587,yellowfin tuna,dark,0.015520112,mw
588,yellowfin tuna,dark,0.014270566,mw
589,yellowfin tuna,dark,0.013116841,mw
590,yellowfin tuna,dark,0.012052338,mw
591,yellowfin tuna,dark,0.011070809,mw
592,yellowfin tuna,dark,0.010166352,mw
593,yellowfin tuna,dark,0.009333402,mw
594,yellowfin tuna,dark,0.008566724,mw
595,yellowfin tuna,dark,0.007861404,mw
596,yellowfin tuna,dark,0.00721284,mw
597,yellowfin tuna,dark,0.006616724,mw
598,yellowfin tuna,dark,0.006069036,mw
599,yellowfin tuna,dark,0.00556603,mw
600,yellowfin tuna,dark,0.005104216,mw
601,yellowfin tuna,dark,0.004680353,mw
602,yellowfin tuna,dark,0.004291429,mw
603,yellowfin tuna,dark,0.003934657,mw
604,yellowfin tuna,dark,0.00360745,mw
605,yellowfin tuna,dark,0.003307419,mw
606,yellowfin tuna,dark,0.003032355,mw
607,yellowfin tuna,dark,0.002780219,mw
608,yellowfin tuna,dark,0.00254913,mw
609,yellowfin tuna,dark,0.002337353,mw
610,yellowfin tuna,dark,0.002143293,mw
611,yellowfin tuna,dark,0.001965478,mw
612,yellowfin tuna,dark,0.001802558,mw
613,yellowfin tuna,dark,0.00165329,mw
614,yellowfin tuna,dark,0.001516532,mw
615,yellowfin tuna,dark,0.001391237,mw
616,yellowfin tuna,dark,0.001276442,mw
617,yellowfin tuna,dark,0.001171265,mw
618,yellowfin tuna,dark,0.001074895,mw
619,yellowfin tuna,dark,0.000986592,mw
620,yellowfin tuna,dark,0.000905674,mw
621,yellowfin tuna,dark,0.000831519,mw
622,yellowfin tuna,dark,0.000763555,mw
623,yellowfin tuna,dark,0.000701261,mw
624,yellowfin tuna,dark,0.000644157,mw
625,yellowfin tuna,dark,0.000591805,mw
626,yellowfin tuna,dark,0.000543804,mw
627,yellowfin tuna,dark,0.000499786,mw
628,yellowfin tuna,dark,0.000459417,mw
629,yellowfin tuna,dark,0.000422387,mw
630,yellowfin tuna,dark,0.000388417,mw
631,yellowfin tuna,dark,0.000357248,mw
632,yellowfin tuna,dark,0.000328645,mw
633,yellowfin tuna,dark,0.000302393,mw
634,yellowfin tuna,dark,0.000278294,mw
635,yellowfin tuna,dark,0.000256168,mw
636,yellowfin tuna,dark,0.000235849,mw
637,yellowfin tuna,dark,0.000217188,mw
638,yellowfin tuna,dark,0.000200045,mw
639,yellowfin tuna,dark,0.000184294,mw
640,yellowfin tuna,dark,0.00016982,mw
641,yellowfin tuna,dark,0.000156516,mw
642,yellowfin tuna,dark,0.000144285,mw
643,yellowfin tuna,dark,0.000133039,mw
644,yellowfin tuna,dark,0.000122696,mw
645,yellowfin tuna,dark,0.000113181,mw
646,yellowfin tuna,dark,0.000104428,mw
647,yellowfin tuna,dark,9.64E-05,mw
648,yellowfin tuna,dark,8.90E-05,mw
649,yellowfin tuna,dark,8.21E-05,mw
650,yellowfin tuna,dark,7.58E-05,mw
651,yellowfin tuna,dark,7.01E-05,mw
652,yellowfin tuna,dark,6.47E-05,mw
653,yellowfin tuna,dark,5.98E-05,mw
654,yellowfin tuna,dark,5.53E-05,mw
655,yellowfin tuna,dark,5.11E-05,mw
656,yellowfin tuna,dark,4.73E-05,mw
657,yellowfin tuna,dark,4.37E-05,mw
658,yellowfin tuna,dark,4.04E-05,mw
659,yellowfin tuna,dark,3.74E-05,mw
660,yellowfin tuna,dark,3.46E-05,mw
661,yellowfin tuna,dark,3.21E-05,mw
662,yellowfin tuna,dark,2.97E-05,mw
663,yellowfin tuna,dark,2.75E-05,mw
664,yellowfin tuna,dark,2.55E-05,mw
665,yellowfin tuna,dark,2.36E-05,mw
666,yellowfin tuna,dark,2.19E-05,mw
667,yellowfin tuna,dark,2.03E-05,mw
668,yellowfin tuna,dark,1.88E-05,mw
669,yellowfin tuna,dark,1.74E-05,mw
670,yellowfin tuna,dark,1.62E-05,mw
671,yellowfin tuna,dark,1.50E-05,mw
672,yellowfin tuna,dark,1.39E-05,mw
673,yellowfin tuna,dark,1.29E-05,mw
674,yellowfin tuna,dark,1.20E-05,mw
675,yellowfin tuna,dark,1.11E-05,mw
676,yellowfin tuna,dark,1.03E-05,mw
677,yellowfin tuna,dark,9.60E-06,mw
678,yellowfin tuna,dark,8.92E-06,mw
679,yellowfin tuna,dark,8.29E-06,mw
680,yellowfin tuna,dark,7.71E-06,mw
681,yellowfin tuna,dark,7.17E-06,mw
682,yellowfin tuna,dark,6.66E-06,mw
683,yellowfin tuna,dark,6.20E-06,mw
684,yellowfin tuna,dark,5.77E-06,mw
685,yellowfin tuna,dark,5.36E-06,mw
686,yellowfin tuna,dark,4.99E-06,mw
687,yellowfin tuna,dark,4.65E-06,mw
688,yellowfin tuna,dark,4.33E-06,mw
689,yellowfin tuna,dark,4.03E-06,mw
690,yellowfin tuna,dark,3.75E-06,mw
691,yellowfin tuna,dark,3.50E-06,mw
692,yellowfin tuna,dark,3.26E-06,mw
693,yellowfin tuna,dark,3.04E-06,mw
694,yellowfin tuna,dark,2.83E-06,mw
695,yellowfin tuna,dark,2.64E-06,mw
696,yellowfin tuna,dark,2.46E-06,mw
697,yellowfin tuna,dark,2.30E-06,mw
698,yellowfin tuna,dark,2.14E-06,mw
699,yellowfin tuna,dark,2.00E-06,mw
700,yellowfin tuna,dark,1.87E-06,mw
300,yellowfin tuna,dark,0.20220399,sw
301,yellowfin tuna,dark,0.207752648,sw
302,yellowfin tuna,dark,0.213243299,sw
303,yellowfin tuna,dark,0.218665139,sw
304,yellowfin tuna,dark,0.224007532,sw
305,yellowfin tuna,dark,0.22926008,sw
306,yellowfin tuna,dark,0.234412681,sw
307,yellowfin tuna,dark,0.239455596,sw
308,yellowfin tuna,dark,0.244379509,sw
309,yellowfin tuna,dark,0.249175592,sw
310,yellowfin tuna,dark,0.253835565,sw
311,yellowfin tuna,dark,0.258351757,sw
312,yellowfin tuna,dark,0.262717163,sw
313,yellowfin tuna,dark,0.266925499,sw
314,yellowfin tuna,dark,0.270971256,sw
315,yellowfin tuna,dark,0.274849747,sw
316,yellowfin tuna,dark,0.278557157,sw
317,yellowfin tuna,dark,0.28209058,sw
318,yellowfin tuna,dark,0.285448058,sw
319,yellowfin tuna,dark,0.288628616,sw
320,yellowfin tuna,dark,0.291632288,sw
321,yellowfin tuna,dark,0.294460136,sw
322,yellowfin tuna,dark,0.297114275,sw
323,yellowfin tuna,dark,0.299597878,sw
324,yellowfin tuna,dark,0.301915183,sw
325,yellowfin tuna,dark,0.304071496,sw
326,yellowfin tuna,dark,0.306073181,sw
327,yellowfin tuna,dark,0.307927649,sw
328,yellowfin tuna,dark,0.309643342,sw
329,yellowfin tuna,dark,0.311229705,sw
330,yellowfin tuna,dark,0.31269716,sw
331,yellowfin tuna,dark,0.314057067,sw
332,yellowfin tuna,dark,0.315321687,sw
333,yellowfin tuna,dark,0.316504128,sw
334,yellowfin tuna,dark,0.317618303,sw
335,yellowfin tuna,dark,0.318678863,sw
336,yellowfin tuna,dark,0.319701146,sw
337,yellowfin tuna,dark,0.320701103,sw
338,yellowfin tuna,dark,0.321695233,sw
339,yellowfin tuna,dark,0.322700509,sw
340,yellowfin tuna,dark,0.323734303,sw
341,yellowfin tuna,dark,0.324814304,sw
342,yellowfin tuna,dark,0.325958443,sw
343,yellowfin tuna,dark,0.327184803,sw
344,yellowfin tuna,dark,0.328511541,sw
345,yellowfin tuna,dark,0.329956798,sw
346,yellowfin tuna,dark,0.331538616,sw
347,yellowfin tuna,dark,0.333274852,sw
348,yellowfin tuna,dark,0.335183094,sw
349,yellowfin tuna,dark,0.337280573,sw
350,yellowfin tuna,dark,0.339584083,sw
351,yellowfin tuna,dark,0.3421099,sw
352,yellowfin tuna,dark,0.344873703,sw
353,yellowfin tuna,dark,0.347890497,sw
354,yellowfin tuna,dark,0.351174538,sw
355,yellowfin tuna,dark,0.354739268,sw
356,yellowfin tuna,dark,0.358597246,sw
357,yellowfin tuna,dark,0.362760085,sw
358,yellowfin tuna,dark,0.3672384,sw
359,yellowfin tuna,dark,0.372041748,sw
360,yellowfin tuna,dark,0.377178586,sw
361,yellowfin tuna,dark,0.382656227,sw
362,yellowfin tuna,dark,0.388480802,sw
363,yellowfin tuna,dark,0.39465723,sw
364,yellowfin tuna,dark,0.401189193,sw
365,yellowfin tuna,dark,0.408079114,sw
366,yellowfin tuna,dark,0.415328144,sw
367,yellowfin tuna,dark,0.422936156,sw
368,yellowfin tuna,dark,0.430901737,sw
369,yellowfin tuna,dark,0.4392222,sw
370,yellowfin tuna,dark,0.447893586,sw
371,yellowfin tuna,dark,0.456910682,sw
372,yellowfin tuna,dark,0.46626704,sw
373,yellowfin tuna,dark,0.475955004,sw
374,yellowfin tuna,dark,0.485965736,sw
375,yellowfin tuna,dark,0.496289256,sw
376,yellowfin tuna,dark,0.506914474,sw
377,yellowfin tuna,dark,0.517829239,sw
378,yellowfin tuna,dark,0.529020378,sw
379,yellowfin tuna,dark,0.54047375,sw
380,yellowfin tuna,dark,0.552174296,sw
381,yellowfin tuna,dark,0.564106088,sw
382,yellowfin tuna,dark,0.576252387,sw
383,yellowfin tuna,dark,0.5885957,sw
384,yellowfin tuna,dark,0.601117832,sw
385,yellowfin tuna,dark,0.613799943,sw
386,yellowfin tuna,dark,0.626622606,sw
387,yellowfin tuna,dark,0.639565858,sw
388,yellowfin tuna,dark,0.652609254,sw
389,yellowfin tuna,dark,0.665731923,sw
390,yellowfin tuna,dark,0.678912609,sw
391,yellowfin tuna,dark,0.692129724,sw
392,yellowfin tuna,dark,0.70536139,sw
393,yellowfin tuna,dark,0.718585478,sw
394,yellowfin tuna,dark,0.73177965,sw
395,yellowfin tuna,dark,0.744921386,sw
396,yellowfin tuna,dark,0.757988023,sw
397,yellowfin tuna,dark,0.770956777,sw
398,yellowfin tuna,dark,0.783804766,sw
399,yellowfin tuna,dark,0.796509035,sw
400,yellowfin tuna,dark,0.80904657,sw
401,yellowfin tuna,dark,0.821394311,sw
402,yellowfin tuna,dark,0.83352917,sw
403,yellowfin tuna,dark,0.845428032,sw
404,yellowfin tuna,dark,0.857067772,sw
405,yellowfin tuna,dark,0.868425252,sw
406,yellowfin tuna,dark,0.879477336,sw
407,yellowfin tuna,dark,0.89020089,sw
408,yellowfin tuna,dark,0.900572789,sw
409,yellowfin tuna,dark,0.910569927,sw
410,yellowfin tuna,dark,0.920169225,sw
411,yellowfin tuna,dark,0.929347642,sw
412,yellowfin tuna,dark,0.938082194,sw
413,yellowfin tuna,dark,0.946349972,sw
414,yellowfin tuna,dark,0.95412817,sw
415,yellowfin tuna,dark,0.961394113,sw
416,yellowfin tuna,dark,0.968125298,sw
417,yellowfin tuna,dark,0.974299438,sw
418,yellowfin tuna,dark,0.979894518,sw
419,yellowfin tuna,dark,0.984888855,sw
420,yellowfin tuna,dark,0.989261169,sw
421,yellowfin tuna,dark,0.992990666,sw
422,yellowfin tuna,dark,0.996057128,sw
423,yellowfin tuna,dark,0.998441009,sw
424,yellowfin tuna,dark,1.000123551,sw
425,yellowfin tuna,dark,1.001086897,sw
426,yellowfin tuna,dark,1.001314217,sw
427,yellowfin tuna,dark,1.000789848,sw
428,yellowfin tuna,dark,0.999499426,sw
429,yellowfin tuna,dark,0.99743004,sw
430,yellowfin tuna,dark,0.994570373,sw
431,yellowfin tuna,dark,0.990910857,sw
432,yellowfin tuna,dark,0.986443822,sw
433,yellowfin tuna,dark,0.981163638,sw
434,yellowfin tuna,dark,0.975066862,sw
435,yellowfin tuna,dark,0.968152368,sw
436,yellowfin tuna,dark,0.960421467,sw
437,yellowfin tuna,dark,0.951878019,sw
438,yellowfin tuna,dark,0.942528527,sw
439,yellowfin tuna,dark,0.932382206,sw
440,yellowfin tuna,dark,0.921451041,sw
441,yellowfin tuna,dark,0.909749817,sw
442,yellowfin tuna,dark,0.897296126,sw
443,yellowfin tuna,dark,0.884110345,sw
444,yellowfin tuna,dark,0.870215598,sw
445,yellowfin tuna,dark,0.855637678,sw
446,yellowfin tuna,dark,0.840404953,sw
447,yellowfin tuna,dark,0.824548245,sw
448,yellowfin tuna,dark,0.808100684,sw
449,yellowfin tuna,dark,0.79109754,sw
450,yellowfin tuna,dark,0.773576039,sw
451,yellowfin tuna,dark,0.755575161,sw
452,yellowfin tuna,dark,0.737135425,sw
453,yellowfin tuna,dark,0.718298669,sw
454,yellowfin tuna,dark,0.699107813,sw
455,yellowfin tuna,dark,0.679606635,sw
456,yellowfin tuna,dark,0.659839538,sw
457,yellowfin tuna,dark,0.639851324,sw
458,yellowfin tuna,dark,0.619686974,sw
459,yellowfin tuna,dark,0.599391442,sw
460,yellowfin tuna,dark,0.579009456,sw
461,yellowfin tuna,dark,0.558585335,sw
462,yellowfin tuna,dark,0.538162818,sw
463,yellowfin tuna,dark,0.517784908,sw
464,yellowfin tuna,dark,0.49749373,sw
465,yellowfin tuna,dark,0.477330398,sw
466,yellowfin tuna,dark,0.457334901,sw
467,yellowfin tuna,dark,0.437545987,sw
468,yellowfin tuna,dark,0.418001066,sw
469,yellowfin tuna,dark,0.398736108,sw
470,yellowfin tuna,dark,0.379785551,sw
471,yellowfin tuna,dark,0.361182207,sw
472,yellowfin tuna,dark,0.342957163,sw
473,yellowfin tuna,dark,0.325139688,sw
474,yellowfin tuna,dark,0.307757132,sw
475,yellowfin tuna,dark,0.290834823,sw
476,yellowfin tuna,dark,0.274395961,sw
477,yellowfin tuna,dark,0.258461519,sw
478,yellowfin tuna,dark,0.243050133,sw
479,yellowfin tuna,dark,0.22817801,sw
480,yellowfin tuna,dark,0.213858839,sw
481,yellowfin tuna,dark,0.200103716,sw
482,yellowfin tuna,dark,0.186921082,sw
483,yellowfin tuna,dark,0.17431669,sw
484,yellowfin tuna,dark,0.162293587,sw
485,yellowfin tuna,dark,0.150852129,sw
486,yellowfin tuna,dark,0.139990025,sw
487,yellowfin tuna,dark,0.129702408,sw
488,yellowfin tuna,dark,0.119981939,sw
489,yellowfin tuna,dark,0.110818944,sw
490,yellowfin tuna,dark,0.102201569,sw
491,yellowfin tuna,dark,0.094115972,sw
492,yellowfin tuna,dark,0.086546521,sw
493,yellowfin tuna,dark,0.079476025,sw
494,yellowfin tuna,dark,0.072885959,sw
495,yellowfin tuna,dark,0.066756704,sw
496,yellowfin tuna,dark,0.061067791,sw
497,yellowfin tuna,dark,0.055798127,sw
498,yellowfin tuna,dark,0.05092623,sw
499,yellowfin tuna,dark,0.046430436,sw
500,yellowfin tuna,dark,0.042289099,sw
501,yellowfin tuna,dark,0.038480774,sw
502,yellowfin tuna,dark,0.03498437,sw
503,yellowfin tuna,dark,0.031779297,sw
504,yellowfin tuna,dark,0.028845579,sw
505,yellowfin tuna,dark,0.026163954,sw
506,yellowfin tuna,dark,0.023715952,sw
507,yellowfin tuna,dark,0.021483949,sw
508,yellowfin tuna,dark,0.019451215,sw
509,yellowfin tuna,dark,0.017601935,sw
510,yellowfin tuna,dark,0.015921221,sw
511,yellowfin tuna,dark,0.014395112,sw
512,yellowfin tuna,dark,0.013010562,sw
513,yellowfin tuna,dark,0.01175542,sw
514,yellowfin tuna,dark,0.010618405,sw
515,yellowfin tuna,dark,0.009589071,sw
516,yellowfin tuna,dark,0.008657771,sw
517,yellowfin tuna,dark,0.00781562,sw
518,yellowfin tuna,dark,0.007054448,sw
519,yellowfin tuna,dark,0.006366764,sw
520,yellowfin tuna,dark,0.005745707,sw
521,yellowfin tuna,dark,0.00518501,sw
522,yellowfin tuna,dark,0.00467895,sw
523,yellowfin tuna,dark,0.004222317,sw
524,yellowfin tuna,dark,0.003810368,sw
525,yellowfin tuna,dark,0.003438795,sw
526,yellowfin tuna,dark,0.003103684,sw
527,yellowfin tuna,dark,0.002801491,sw
528,yellowfin tuna,dark,0.002529,sw
529,yellowfin tuna,dark,0.002283304,sw
530,yellowfin tuna,dark,0.002061771,sw
531,yellowfin tuna,dark,0.001862024,sw
532,yellowfin tuna,dark,0.001681914,sw
533,yellowfin tuna,dark,0.001519504,sw
534,yellowfin tuna,dark,0.001373042,sw
535,yellowfin tuna,dark,0.001240951,sw
536,yellowfin tuna,dark,0.001121808,sw
537,yellowfin tuna,dark,0.00101433,sw
538,yellowfin tuna,dark,0.000917361,sw
539,yellowfin tuna,dark,0.000829861,sw
540,yellowfin tuna,dark,0.000750892,sw
541,yellowfin tuna,dark,0.000679609,sw
542,yellowfin tuna,dark,0.000615252,sw
543,yellowfin tuna,dark,0.000557136,sw
544,yellowfin tuna,dark,0.000504645,sw
545,yellowfin tuna,dark,0.000457225,sw
546,yellowfin tuna,dark,0.000414375,sw
547,yellowfin tuna,dark,0.000375647,sw
548,yellowfin tuna,dark,0.000340635,sw
549,yellowfin tuna,dark,0.000308975,sw
550,yellowfin tuna,dark,0.000280339,sw
551,yellowfin tuna,dark,0.000254432,sw
552,yellowfin tuna,dark,0.000230986,sw
553,yellowfin tuna,dark,0.000209764,sw
554,yellowfin tuna,dark,0.000190547,sw
555,yellowfin tuna,dark,0.000173144,sw
556,yellowfin tuna,dark,0.000157377,sw
557,yellowfin tuna,dark,0.000143089,sw
558,yellowfin tuna,dark,0.000130137,sw
559,yellowfin tuna,dark,0.000118394,sw
560,yellowfin tuna,dark,0.000107743,sw
561,yellowfin tuna,dark,9.81E-05,sw
562,yellowfin tuna,dark,8.93E-05,sw
563,yellowfin tuna,dark,8.14E-05,sw
564,yellowfin tuna,dark,7.41E-05,sw
565,yellowfin tuna,dark,6.76E-05,sw
566,yellowfin tuna,dark,6.16E-05,sw
567,yellowfin tuna,dark,5.62E-05,sw
568,yellowfin tuna,dark,5.12E-05,sw
569,yellowfin tuna,dark,4.68E-05,sw
570,yellowfin tuna,dark,4.27E-05,sw
571,yellowfin tuna,dark,3.90E-05,sw
572,yellowfin tuna,dark,3.56E-05,sw
573,yellowfin tuna,dark,3.25E-05,sw
574,yellowfin tuna,dark,2.97E-05,sw
575,yellowfin tuna,dark,2.72E-05,sw
576,yellowfin tuna,dark,2.48E-05,sw
577,yellowfin tuna,dark,2.27E-05,sw
578,yellowfin tuna,dark,2.08E-05,sw
579,yellowfin tuna,dark,1.90E-05,sw
580,yellowfin tuna,dark,1.74E-05,sw
581,yellowfin tuna,dark,1.60E-05,sw
582,yellowfin tuna,dark,1.46E-05,sw
583,yellowfin tuna,dark,1.34E-05,sw
584,yellowfin tuna,dark,1.23E-05,sw
585,yellowfin tuna,dark,1.13E-05,sw
586,yellowfin tuna,dark,1.03E-05,sw
587,yellowfin tuna,dark,9.47E-06,sw
588,yellowfin tuna,dark,8.69E-06,sw
589,yellowfin tuna,dark,7.98E-06,sw
590,yellowfin tuna,dark,7.33E-06,sw
591,yellowfin tuna,dark,6.73E-06,sw
592,yellowfin tuna,dark,6.18E-06,sw
593,yellowfin tuna,dark,5.68E-06,sw
594,yellowfin tuna,dark,5.22E-06,sw
595,yellowfin tuna,dark,4.80E-06,sw
596,yellowfin tuna,dark,4.42E-06,sw
597,yellowfin tuna,dark,4.06E-06,sw
598,yellowfin tuna,dark,3.74E-06,sw
599,yellowfin tuna,dark,3.44E-06,sw
600,yellowfin tuna,dark,3.17E-06,sw
601,yellowfin tuna,dark,2.92E-06,sw
602,yellowfin tuna,dark,2.69E-06,sw
603,yellowfin tuna,dark,2.48E-06,sw
604,yellowfin tuna,dark,2.28E-06,sw
605,yellowfin tuna,dark,2.11E-06,sw
606,yellowfin tuna,dark,1.94E-06,sw
